date,year,month,weekday,transportation_mode,type,values,percentage_of_pre_panademic_day
03/04/2023,2023,March,Saturday,Staten Island Railway,Ridership,1449,29
03/05/2023,2023,March,Sunday,Staten Island Railway,Ridership,1215,39
03/06/2023,2023,March,Monday,Staten Island Railway,Ridership,6849,43
03/07/2023,2023,March,Tuesday,Staten Island Railway,Ridership,7607,48
03/09/2023,2023,March,Thursday,Staten Island Railway,Ridership,7211,45
03/10/2023,2023,March,Friday,Staten Island Railway,Ridership,6135,38
03/11/2023,2023,March,Saturday,Staten Island Railway,Ridership,1796,35
03/12/2023,2023,March,Sunday,Staten Island Railway,Ridership,1547,49
03/13/2023,2023,March,Monday,Staten Island Railway,Ridership,6358,40
03/14/2023,2023,March,Tuesday,Staten Island Railway,Ridership,6866,43
03/17/2023,2023,March,Friday,Staten Island Railway,Ridership,6790,43
03/18/2023,2023,March,Saturday,Staten Island Railway,Ridership,1839,36
03/19/2023,2023,March,Sunday,Staten Island Railway,Ridership,1247,40
03/20/2023,2023,March,Monday,Staten Island Railway,Ridership,6895,43
03/21/2023,2023,March,Tuesday,Staten Island Railway,Ridership,7850,49
03/22/2023,2023,March,Wednesday,Staten Island Railway,Ridership,7589,48
03/23/2023,2023,March,Thursday,Staten Island Railway,Ridership,7208,45
03/24/2023,2023,March,Friday,Staten Island Railway,Ridership,6133,38
03/25/2023,2023,March,Saturday,Staten Island Railway,Ridership,1765,35
03/26/2023,2023,March,Sunday,Staten Island Railway,Ridership,1648,52
03/27/2023,2023,March,Monday,Staten Island Railway,Ridership,6675,42
03/29/2023,2023,March,Wednesday,Staten Island Railway,Ridership,7825,49
03/31/2023,2023,March,Friday,Staten Island Railway,Ridership,6426,40
04/01/2023,2023,April,Saturday,Staten Island Railway,Ridership,1520,30
04/02/2023,2023,April,Sunday,Staten Island Railway,Ridership,1319,40
04/06/2023,2023,April,Thursday,Staten Island Railway,Ridership,6122,38
04/07/2023,2023,April,Friday,Staten Island Railway,Ridership,4925,30
04/09/2023,2023,April,Sunday,Staten Island Railway,Ridership,1916,59
04/10/2023,2023,April,Monday,Staten Island Railway,Ridership,6121,38
04/12/2023,2023,April,Wednesday,Staten Island Railway,Ridership,6863,42
04/13/2023,2023,April,Thursday,Staten Island Railway,Ridership,6668,41
04/14/2023,2023,April,Friday,Staten Island Railway,Ridership,5869,36
04/15/2023,2023,April,Saturday,Staten Island Railway,Ridership,1743,34
04/16/2023,2023,April,Sunday,Staten Island Railway,Ridership,1309,40
04/17/2023,2023,April,Monday,Staten Island Railway,Ridership,6926,43
04/18/2023,2023,April,Tuesday,Staten Island Railway,Ridership,7879,49
04/19/2023,2023,April,Wednesday,Staten Island Railway,Ridership,7889,49
04/21/2023,2023,April,Friday,Staten Island Railway,Ridership,6005,37
04/22/2023,2023,April,Saturday,Staten Island Railway,Ridership,1715,34
04/23/2023,2023,April,Sunday,Staten Island Railway,Ridership,1326,41
04/24/2023,2023,April,Monday,Staten Island Railway,Ridership,7020,43
04/25/2023,2023,April,Tuesday,Staten Island Railway,Ridership,7806,48
04/26/2023,2023,April,Wednesday,Staten Island Railway,Ridership,7758,48
04/28/2023,2023,April,Friday,Staten Island Railway,Ridership,6441,40
04/29/2023,2023,April,Saturday,Staten Island Railway,Ridership,1871,37
04/30/2023,2023,April,Sunday,Staten Island Railway,Ridership,1355,42
05/01/2023,2023,May,Monday,Staten Island Railway,Ridership,6960,40
05/02/2023,2023,May,Tuesday,Staten Island Railway,Ridership,7749,45
05/03/2023,2023,May,Wednesday,Staten Island Railway,Ridership,7862,45
05/04/2023,2023,May,Thursday,Staten Island Railway,Ridership,7417,43
05/05/2023,2023,May,Friday,Staten Island Railway,Ridership,6514,37
05/06/2023,2023,May,Saturday,Staten Island Railway,Ridership,2584,53
05/07/2023,2023,May,Sunday,Staten Island Railway,Ridership,2705,77
05/08/2023,2023,May,Monday,Staten Island Railway,Ridership,7196,41
05/09/2023,2023,May,Tuesday,Staten Island Railway,Ridership,7827,45
05/10/2023,2023,May,Wednesday,Staten Island Railway,Ridership,7998,46
05/12/2023,2023,May,Friday,Staten Island Railway,Ridership,6629,38
05/13/2023,2023,May,Saturday,Staten Island Railway,Ridership,1973,41
05/15/2023,2023,May,Monday,Staten Island Railway,Ridership,6956,40
05/16/2023,2023,May,Tuesday,Staten Island Railway,Ridership,7930,46
05/17/2023,2023,May,Wednesday,Staten Island Railway,Ridership,7118,41
05/18/2023,2023,May,Thursday,Staten Island Railway,Ridership,7530,43
05/19/2023,2023,May,Friday,Staten Island Railway,Ridership,6362,37
05/20/2023,2023,May,Saturday,Staten Island Railway,Ridership,1970,41
05/21/2023,2023,May,Sunday,Staten Island Railway,Ridership,1919,55
05/22/2023,2023,May,Monday,Staten Island Railway,Ridership,6935,40
05/23/2023,2023,May,Tuesday,Staten Island Railway,Ridership,7928,46
05/25/2023,2023,May,Thursday,Staten Island Railway,Ridership,7183,41
05/26/2023,2023,May,Friday,Staten Island Railway,Ridership,5747,33
05/27/2023,2023,May,Saturday,Staten Island Railway,Ridership,2913,60
05/28/2023,2023,May,Sunday,Staten Island Railway,Ridership,2426,69
05/29/2023,2023,May,Monday,Staten Island Railway,Ridership,2520,72
05/30/2023,2023,May,Tuesday,Staten Island Railway,Ridership,7398,43
06/02/2023,2023,June,Friday,Staten Island Railway,Ridership,6470,40
06/03/2023,2023,June,Saturday,Staten Island Railway,Ridership,1837,36
06/04/2023,2023,June,Sunday,Staten Island Railway,Ridership,1573,40
06/05/2023,2023,June,Monday,Staten Island Railway,Ridership,6892,43
06/06/2023,2023,June,Tuesday,Staten Island Railway,Ridership,7795,48
06/07/2023,2023,June,Wednesday,Staten Island Railway,Ridership,7334,45
06/08/2023,2023,June,Thursday,Staten Island Railway,Ridership,5503,34
06/09/2023,2023,June,Friday,Staten Island Railway,Ridership,5482,34
06/10/2023,2023,June,Saturday,Staten Island Railway,Ridership,1978,39
06/11/2023,2023,June,Sunday,Staten Island Railway,Ridership,1582,41
06/12/2023,2023,June,Monday,Staten Island Railway,Ridership,6744,42
06/13/2023,2023,June,Tuesday,Staten Island Railway,Ridership,7850,48
06/14/2023,2023,June,Wednesday,Staten Island Railway,Ridership,7234,45
06/15/2023,2023,June,Thursday,Staten Island Railway,Ridership,7390,46
06/16/2023,2023,June,Friday,Staten Island Railway,Ridership,5960,37
06/17/2023,2023,June,Saturday,Staten Island Railway,Ridership,2632,52
06/18/2023,2023,June,Sunday,Staten Island Railway,Ridership,2029,52
06/19/2023,2023,June,Monday,Staten Island Railway,Ridership,4094,105
06/22/2023,2023,June,Thursday,Staten Island Railway,Ridership,6956,43
06/23/2023,2023,June,Friday,Staten Island Railway,Ridership,6167,38
06/24/2023,2023,June,Saturday,Staten Island Railway,Ridership,2551,50
06/25/2023,2023,June,Sunday,Staten Island Railway,Ridership,2248,58
06/26/2023,2023,June,Monday,Staten Island Railway,Ridership,6516,40
06/28/2023,2023,June,Wednesday,Staten Island Railway,Ridership,6762,42
06/29/2023,2023,June,Thursday,Staten Island Railway,Ridership,6946,43
06/30/2023,2023,June,Friday,Staten Island Railway,Ridership,5817,36
07/01/2023,2023,July,Saturday,Staten Island Railway,Ridership,2745,54
07/02/2023,2023,July,Sunday,Staten Island Railway,Ridership,1988,56
07/03/2023,2023,July,Monday,Staten Island Railway,Ridership,4718,34
07/04/2023,2023,July,Tuesday,Staten Island Railway,Ridership,2305,65
07/06/2023,2023,July,Thursday,Staten Island Railway,Ridership,6608,48
07/07/2023,2023,July,Friday,Staten Island Railway,Ridership,5868,43
07/08/2023,2023,July,Saturday,Staten Island Railway,Ridership,2695,53
07/09/2023,2023,July,Sunday,Staten Island Railway,Ridership,1914,54
07/10/2023,2023,July,Monday,Staten Island Railway,Ridership,6175,45
07/11/2023,2023,July,Tuesday,Staten Island Railway,Ridership,7149,52
07/12/2023,2023,July,Wednesday,Staten Island Railway,Ridership,6901,50
07/13/2023,2023,July,Thursday,Staten Island Railway,Ridership,6888,50
07/14/2023,2023,July,Friday,Staten Island Railway,Ridership,5588,41
07/17/2023,2023,July,Monday,Staten Island Railway,Ridership,6345,46
07/18/2023,2023,July,Tuesday,Staten Island Railway,Ridership,6766,49
07/19/2023,2023,July,Wednesday,Staten Island Railway,Ridership,6938,50
07/20/2023,2023,July,Thursday,Staten Island Railway,Ridership,6858,50
07/21/2023,2023,July,Friday,Staten Island Railway,Ridership,5389,39
07/22/2023,2023,July,Saturday,Staten Island Railway,Ridership,2117,42
07/23/2023,2023,July,Sunday,Staten Island Railway,Ridership,1511,42
07/24/2023,2023,July,Monday,Staten Island Railway,Ridership,6175,45
07/25/2023,2023,July,Tuesday,Staten Island Railway,Ridership,7050,51
07/26/2023,2023,July,Wednesday,Staten Island Railway,Ridership,7298,53
07/27/2023,2023,July,Thursday,Staten Island Railway,Ridership,6788,49
07/28/2023,2023,July,Friday,Staten Island Railway,Ridership,5631,41
07/29/2023,2023,July,Saturday,Staten Island Railway,Ridership,2314,45
07/30/2023,2023,July,Sunday,Staten Island Railway,Ridership,2077,58
07/31/2023,2023,July,Monday,Staten Island Railway,Ridership,6161,45
08/01/2023,2023,August,Tuesday,Staten Island Railway,Ridership,7060,53
08/02/2023,2023,August,Wednesday,Staten Island Railway,Ridership,6913,52
08/03/2023,2023,August,Thursday,Staten Island Railway,Ridership,6753,50
08/04/2023,2023,August,Friday,Staten Island Railway,Ridership,5593,42
08/05/2023,2023,August,Saturday,Staten Island Railway,Ridership,2838,60
08/06/2023,2023,August,Sunday,Staten Island Railway,Ridership,2171,60
08/08/2023,2023,August,Tuesday,Staten Island Railway,Ridership,7035,53
08/09/2023,2023,August,Wednesday,Staten Island Railway,Ridership,6858,51
08/11/2023,2023,August,Friday,Staten Island Railway,Ridership,6119,46
08/12/2023,2023,August,Saturday,Staten Island Railway,Ridership,2835,60
08/13/2023,2023,August,Sunday,Staten Island Railway,Ridership,2196,61
08/14/2023,2023,August,Monday,Staten Island Railway,Ridership,6051,45
08/15/2023,2023,August,Tuesday,Staten Island Railway,Ridership,6680,50
08/16/2023,2023,August,Wednesday,Staten Island Railway,Ridership,6652,50
08/17/2023,2023,August,Thursday,Staten Island Railway,Ridership,6360,48
08/18/2023,2023,August,Friday,Staten Island Railway,Ridership,5361,40
08/19/2023,2023,August,Saturday,Staten Island Railway,Ridership,2665,57
08/20/2023,2023,August,Sunday,Staten Island Railway,Ridership,2065,58
08/22/2023,2023,August,Tuesday,Staten Island Railway,Ridership,6463,48
08/23/2023,2023,August,Wednesday,Staten Island Railway,Ridership,6566,49
08/24/2023,2023,August,Thursday,Staten Island Railway,Ridership,6191,46
08/25/2023,2023,August,Friday,Staten Island Railway,Ridership,4891,37
08/26/2023,2023,August,Saturday,Staten Island Railway,Ridership,2700,57
08/27/2023,2023,August,Sunday,Staten Island Railway,Ridership,2088,58
08/28/2023,2023,August,Monday,Staten Island Railway,Ridership,6179,46
08/29/2023,2023,August,Tuesday,Staten Island Railway,Ridership,6677,50
08/30/2023,2023,August,Wednesday,Staten Island Railway,Ridership,6639,50
08/31/2023,2023,August,Thursday,Staten Island Railway,Ridership,6537,49
09/01/2023,2023,September,Friday,Staten Island Railway,Ridership,5372,31
09/02/2023,2023,September,Saturday,Staten Island Railway,Ridership,2633,64
09/03/2023,2023,September,Sunday,Staten Island Railway,Ridership,2185,75
09/04/2023,2023,September,Monday,Staten Island Railway,Ridership,2188,75
09/05/2023,2023,September,Tuesday,Staten Island Railway,Ridership,6739,39
09/06/2023,2023,September,Wednesday,Staten Island Railway,Ridership,6909,40
09/07/2023,2023,September,Thursday,Staten Island Railway,Ridership,7044,41
09/08/2023,2023,September,Friday,Staten Island Railway,Ridership,6257,37
09/09/2023,2023,September,Saturday,Staten Island Railway,Ridership,2575,62
09/10/2023,2023,September,Sunday,Staten Island Railway,Ridership,1623,55
09/11/2023,2023,September,Monday,Staten Island Railway,Ridership,7182,42
09/13/2023,2023,September,Wednesday,Staten Island Railway,Ridership,7787,46
09/14/2023,2023,September,Thursday,Staten Island Railway,Ridership,7847,46
09/15/2023,2023,September,Friday,Staten Island Railway,Ridership,6429,38
09/16/2023,2023,September,Saturday,Staten Island Railway,Ridership,2864,69
09/17/2023,2023,September,Sunday,Staten Island Railway,Ridership,2197,75
09/18/2023,2023,September,Monday,Staten Island Railway,Ridership,7010,41
09/19/2023,2023,September,Tuesday,Staten Island Railway,Ridership,8652,51
09/20/2023,2023,September,Wednesday,Staten Island Railway,Ridership,8671,51
09/21/2023,2023,September,Thursday,Staten Island Railway,Ridership,8554,50
09/22/2023,2023,September,Friday,Staten Island Railway,Ridership,7175,42
09/23/2023,2023,September,Saturday,Staten Island Railway,Ridership,2012,49
09/24/2023,2023,September,Sunday,Staten Island Railway,Ridership,1863,64
09/25/2023,2023,September,Monday,Staten Island Railway,Ridership,5320,31
09/26/2023,2023,September,Tuesday,Staten Island Railway,Ridership,7655,45
09/27/2023,2023,September,Wednesday,Staten Island Railway,Ridership,7877,46
09/29/2023,2023,September,Friday,Staten Island Railway,Ridership,5183,30
10/01/2023,2023,October,Sunday,Staten Island Railway,Ridership,1984,53
10/02/2023,2023,October,Monday,Staten Island Railway,Ridership,7289,41
10/03/2023,2023,October,Tuesday,Staten Island Railway,Ridership,7953,45
10/06/2023,2023,October,Friday,Staten Island Railway,Ridership,6284,35
10/08/2023,2023,October,Sunday,Staten Island Railway,Ridership,2722,72
10/09/2023,2023,October,Monday,Staten Island Railway,Ridership,4576,26
10/11/2023,2023,October,Wednesday,Staten Island Railway,Ridership,8630,48
10/12/2023,2023,October,Thursday,Staten Island Railway,Ridership,8255,46
10/13/2023,2023,October,Friday,Staten Island Railway,Ridership,6429,36
10/14/2023,2023,October,Saturday,Staten Island Railway,Ridership,2298,50
10/15/2023,2023,October,Sunday,Staten Island Railway,Ridership,2148,57
10/16/2023,2023,October,Monday,Staten Island Railway,Ridership,7735,43
10/19/2023,2023,October,Thursday,Staten Island Railway,Ridership,8148,46
10/20/2023,2023,October,Friday,Staten Island Railway,Ridership,6272,35
10/21/2023,2023,October,Saturday,Staten Island Railway,Ridership,2464,54
10/22/2023,2023,October,Sunday,Staten Island Railway,Ridership,2021,54
10/23/2023,2023,October,Monday,Staten Island Railway,Ridership,7615,43
10/24/2023,2023,October,Tuesday,Staten Island Railway,Ridership,8176,46
10/26/2023,2023,October,Thursday,Staten Island Railway,Ridership,8147,46
10/27/2023,2023,October,Friday,Staten Island Railway,Ridership,6705,38
10/28/2023,2023,October,Saturday,Staten Island Railway,Ridership,2995,66
10/30/2023,2023,October,Monday,Staten Island Railway,Ridership,7287,41
11/03/2023,2023,November,Friday,Staten Island Railway,Ridership,6755,40
11/04/2023,2023,November,Saturday,Staten Island Railway,Ridership,2582,74
11/05/2023,2023,November,Sunday,Staten Island Railway,Ridership,3407,111
11/07/2023,2023,November,Tuesday,Staten Island Railway,Ridership,6785,40
11/08/2023,2023,November,Wednesday,Staten Island Railway,Ridership,8306,49
11/10/2023,2023,November,Friday,Staten Island Railway,Ridership,5596,182
11/11/2023,2023,November,Saturday,Staten Island Railway,Ridership,2712,78
11/12/2023,2023,November,Sunday,Staten Island Railway,Ridership,1958,64
11/13/2023,2023,November,Monday,Staten Island Railway,Ridership,7353,43
11/14/2023,2023,November,Tuesday,Staten Island Railway,Ridership,8271,49
11/15/2023,2023,November,Wednesday,Staten Island Railway,Ridership,8322,49
11/17/2023,2023,November,Friday,Staten Island Railway,Ridership,6792,40
11/18/2023,2023,November,Saturday,Staten Island Railway,Ridership,2630,76
11/19/2023,2023,November,Sunday,Staten Island Railway,Ridership,2058,67
11/22/2023,2023,November,Wednesday,Staten Island Railway,Ridership,6524,38
11/23/2023,2023,November,Thursday,Staten Island Railway,Ridership,2257,74
11/24/2023,2023,November,Friday,Staten Island Railway,Ridership,3718,121
11/25/2023,2023,November,Saturday,Staten Island Railway,Ridership,2454,71
11/26/2023,2023,November,Sunday,Staten Island Railway,Ridership,1834,60
11/27/2023,2023,November,Monday,Staten Island Railway,Ridership,7294,43
11/28/2023,2023,November,Tuesday,Staten Island Railway,Ridership,7835,46
11/29/2023,2023,November,Wednesday,Staten Island Railway,Ridership,7851,46
11/30/2023,2023,November,Thursday,Staten Island Railway,Ridership,7737,45
12/01/2023,2023,December,Friday,Staten Island Railway,Ridership,6432,41
12/02/2023,2023,December,Saturday,Staten Island Railway,Ridership,2618,53
12/03/2023,2023,December,Sunday,Staten Island Railway,Ridership,1633,48
12/04/2023,2023,December,Monday,Staten Island Railway,Ridership,7559,48
12/05/2023,2023,December,Tuesday,Staten Island Railway,Ridership,7964,51
12/06/2023,2023,December,Wednesday,Staten Island Railway,Ridership,7951,51
12/07/2023,2023,December,Thursday,Staten Island Railway,Ridership,7424,48
12/08/2023,2023,December,Friday,Staten Island Railway,Ridership,6435,41
12/09/2023,2023,December,Saturday,Staten Island Railway,Ridership,3181,64
12/10/2023,2023,December,Sunday,Staten Island Railway,Ridership,1648,49
12/11/2023,2023,December,Monday,Staten Island Railway,Ridership,6949,45
12/12/2023,2023,December,Tuesday,Staten Island Railway,Ridership,7655,49
12/13/2023,2023,December,Wednesday,Staten Island Railway,Ridership,7859,50
12/14/2023,2023,December,Thursday,Staten Island Railway,Ridership,7414,48
12/15/2023,2023,December,Friday,Staten Island Railway,Ridership,6540,42
12/16/2023,2023,December,Saturday,Staten Island Railway,Ridership,3085,62
12/17/2023,2023,December,Sunday,Staten Island Railway,Ridership,1787,53
12/18/2023,2023,December,Monday,Staten Island Railway,Ridership,5381,34
12/19/2023,2023,December,Tuesday,Staten Island Railway,Ridership,7555,48
12/22/2023,2023,December,Friday,Staten Island Railway,Ridership,5878,38
12/23/2023,2023,December,Saturday,Staten Island Railway,Ridership,2700,54
12/24/2023,2023,December,Sunday,Staten Island Railway,Ridership,1912,56
12/25/2023,2023,December,Monday,Staten Island Railway,Ridership,1668,49
12/26/2023,2023,December,Tuesday,Staten Island Railway,Ridership,5158,33
12/27/2023,2023,December,Wednesday,Staten Island Railway,Ridership,5373,34
12/28/2023,2023,December,Thursday,Staten Island Railway,Ridership,5395,35
12/29/2023,2023,December,Friday,Staten Island Railway,Ridership,5784,37
12/30/2023,2023,December,Saturday,Staten Island Railway,Ridership,2780,56
12/31/2023,2023,December,Sunday,Staten Island Railway,Ridership,2029,60
02/01/2023,2023,February,Wednesday,Staten Island Railway,Ridership,7588,47
02/08/2023,2023,February,Wednesday,Staten Island Railway,Ridership,7647,47
02/14/2023,2023,February,Tuesday,Staten Island Railway,Ridership,7557,47
03/02/2023,2023,March,Thursday,Staten Island Railway,Ridership,7434,47
03/08/2023,2023,March,Wednesday,Staten Island Railway,Ridership,7452,47
03/15/2023,2023,March,Wednesday,Staten Island Railway,Ridership,7473,47
03/16/2023,2023,March,Thursday,Staten Island Railway,Ridership,7562,47
03/28/2023,2023,March,Tuesday,Staten Island Railway,Ridership,7541,47
03/30/2023,2023,March,Thursday,Staten Island Railway,Ridership,7512,47
04/04/2023,2023,April,Tuesday,Staten Island Railway,Ridership,7633,47
04/08/2023,2023,April,Saturday,Staten Island Railway,Ridership,2393,47
04/20/2023,2023,April,Thursday,Staten Island Railway,Ridership,7577,47
04/27/2023,2023,April,Thursday,Staten Island Railway,Ridership,7564,47
05/14/2023,2023,May,Sunday,Staten Island Railway,Ridership,1654,47
06/20/2023,2023,June,Tuesday,Staten Island Railway,Ridership,7540,47
06/21/2023,2023,June,Wednesday,Staten Island Railway,Ridership,7551,47
06/27/2023,2023,June,Tuesday,Staten Island Railway,Ridership,7633,47
07/05/2023,2023,July,Wednesday,Staten Island Railway,Ridership,6472,47
07/15/2023,2023,July,Saturday,Staten Island Railway,Ridership,2409,47
08/10/2023,2023,August,Thursday,Staten Island Railway,Ridership,6333,47
09/12/2023,2023,September,Tuesday,Staten Island Railway,Ridership,8031,47
09/30/2023,2023,September,Saturday,Staten Island Railway,Ridership,1936,47
10/10/2023,2023,October,Tuesday,Staten Island Railway,Ridership,8356,47
10/17/2023,2023,October,Tuesday,Staten Island Railway,Ridership,8354,47
10/18/2023,2023,October,Wednesday,Staten Island Railway,Ridership,8356,47
10/25/2023,2023,October,Wednesday,Staten Island Railway,Ridership,8368,47
10/29/2023,2023,October,Sunday,Staten Island Railway,Ridership,1766,47
11/01/2023,2023,November,Wednesday,Staten Island Railway,Ridership,8010,47
11/02/2023,2023,November,Thursday,Staten Island Railway,Ridership,7997,47
11/09/2023,2023,November,Thursday,Staten Island Railway,Ridership,7929,47
11/16/2023,2023,November,Thursday,Staten Island Railway,Ridership,8010,47
12/20/2023,2023,December,Wednesday,Staten Island Railway,Ridership,7363,47
01/04/2023,2023,January,Wednesday,Staten Island Railway,Ridership,7282,44
01/11/2023,2023,January,Wednesday,Staten Island Railway,Ridership,7166,44
01/12/2023,2023,January,Thursday,Staten Island Railway,Ridership,7150,44
02/06/2023,2023,February,Monday,Staten Island Railway,Ridership,7068,44
02/12/2023,2023,February,Sunday,Staten Island Railway,Ridership,1227,44
04/03/2023,2023,April,Monday,Staten Island Railway,Ridership,7076,44
04/05/2023,2023,April,Wednesday,Staten Island Railway,Ridership,7163,44
04/11/2023,2023,April,Tuesday,Staten Island Railway,Ridership,7081,44
05/11/2023,2023,May,Thursday,Staten Island Railway,Ridership,7619,44
05/24/2023,2023,May,Wednesday,Staten Island Railway,Ridership,7667,44
05/31/2023,2023,May,Wednesday,Staten Island Railway,Ridership,7691,44
06/01/2023,2023,June,Thursday,Staten Island Railway,Ridership,7152,44
07/16/2023,2023,July,Sunday,Staten Island Railway,Ridership,1559,44
08/07/2023,2023,August,Monday,Staten Island Railway,Ridership,5884,44
08/21/2023,2023,August,Monday,Staten Island Railway,Ridership,5857,44
09/28/2023,2023,September,Thursday,Staten Island Railway,Ridership,7587,44
10/04/2023,2023,October,Wednesday,Staten Island Railway,Ridership,7928,44
10/05/2023,2023,October,Thursday,Staten Island Railway,Ridership,7814,44
10/07/2023,2023,October,Saturday,Staten Island Railway,Ridership,2010,44
10/31/2023,2023,October,Tuesday,Staten Island Railway,Ridership,7789,44
11/06/2023,2023,November,Monday,Staten Island Railway,Ridership,7474,44
11/20/2023,2023,November,Monday,Staten Island Railway,Ridership,7426,44
11/21/2023,2023,November,Tuesday,Staten Island Railway,Ridership,7467,44
12/21/2023,2023,December,Thursday,Staten Island Railway,Ridership,6860,44
03/01/2020,2020,March,Sunday,Buses,Ridership,984908,99
03/02/2020,2020,March,Monday,Buses,Ridership,2209066,99
03/03/2020,2020,March,Tuesday,Buses,Ridership,2228608,99
03/04/2020,2020,March,Wednesday,Buses,Ridership,2177165,97
03/05/2020,2020,March,Thursday,Buses,Ridership,2244515,100
03/06/2020,2020,March,Friday,Buses,Ridership,2066743,92
03/07/2020,2020,March,Saturday,Buses,Ridership,1249085,94
03/08/2020,2020,March,Sunday,Buses,Ridership,957163,96
03/09/2020,2020,March,Monday,Buses,Ridership,2124770,95
03/10/2020,2020,March,Tuesday,Buses,Ridership,2111989,94
03/11/2020,2020,March,Wednesday,Buses,Ridership,2112967,94
03/12/2020,2020,March,Thursday,Buses,Ridership,1938424,86
03/13/2020,2020,March,Friday,Buses,Ridership,1715737,77
03/14/2020,2020,March,Saturday,Buses,Ridership,993287,75
03/15/2020,2020,March,Sunday,Buses,Ridership,711555,72
03/16/2020,2020,March,Monday,Buses,Ridership,1237309,55
03/17/2020,2020,March,Tuesday,Buses,Ridership,1094949,49
03/18/2020,2020,March,Wednesday,Buses,Ridership,1059502,47
03/19/2020,2020,March,Thursday,Buses,Ridership,933602,42
03/20/2020,2020,March,Friday,Buses,Ridership,868602,39
03/21/2020,2020,March,Saturday,Buses,Ridership,411491,31
03/22/2020,2020,March,Sunday,Buses,Ridership,73517,7
03/23/2020,2020,March,Monday,Buses,Ridership,59321,3
03/24/2020,2020,March,Tuesday,Buses,Ridership,60334,3
03/25/2020,2020,March,Wednesday,Buses,Ridership,51769,2
03/26/2020,2020,March,Thursday,Buses,Ridership,49970,2
03/27/2020,2020,March,Friday,Buses,Ridership,45514,2
03/30/2020,2020,March,Monday,Buses,Ridership,33659,2
06/19/2020,2020,June,Friday,Buses,Ridership,25578,2
06/23/2020,2020,June,Tuesday,Buses,Ridership,32305,2
06/24/2020,2020,June,Wednesday,Buses,Ridership,32504,2
06/25/2020,2020,June,Thursday,Buses,Ridership,32393,2
06/29/2020,2020,June,Monday,Buses,Ridership,33264,2
06/30/2020,2020,June,Tuesday,Buses,Ridership,33996,2
07/01/2020,2020,July,Wednesday,Buses,Ridership,32921,2
07/02/2020,2020,July,Thursday,Buses,Ridership,32730,2
07/03/2020,2020,July,Friday,Buses,Ridership,16862,2
07/06/2020,2020,July,Monday,Buses,Ridership,31548,2
07/07/2020,2020,July,Tuesday,Buses,Ridership,33595,2
07/08/2020,2020,July,Wednesday,Buses,Ridership,34242,2
07/09/2020,2020,July,Thursday,Buses,Ridership,34762,2
07/13/2020,2020,July,Monday,Buses,Ridership,33302,2
07/14/2020,2020,July,Tuesday,Buses,Ridership,35391,2
07/15/2020,2020,July,Wednesday,Buses,Ridership,34701,2
07/16/2020,2020,July,Thursday,Buses,Ridership,34199,2
07/21/2020,2020,July,Tuesday,Buses,Ridership,32482,2
07/22/2020,2020,July,Wednesday,Buses,Ridership,33863,2
07/23/2020,2020,July,Thursday,Buses,Ridership,33999,2
07/27/2020,2020,July,Monday,Buses,Ridership,32072,2
07/28/2020,2020,July,Tuesday,Buses,Ridership,33753,2
07/29/2020,2020,July,Wednesday,Buses,Ridership,35257,2
07/30/2020,2020,July,Thursday,Buses,Ridership,33982,2
08/03/2020,2020,August,Monday,Buses,Ridership,36945,2
08/05/2020,2020,August,Wednesday,Buses,Ridership,38283,2
08/06/2020,2020,August,Thursday,Buses,Ridership,37059,2
08/07/2020,2020,August,Friday,Buses,Ridership,32170,2
08/10/2020,2020,August,Monday,Buses,Ridership,34883,2
08/11/2020,2020,August,Tuesday,Buses,Ridership,36426,2
08/12/2020,2020,August,Wednesday,Buses,Ridership,36053,2
08/13/2020,2020,August,Thursday,Buses,Ridership,34723,2
08/14/2020,2020,August,Friday,Buses,Ridership,32713,2
08/17/2020,2020,August,Monday,Buses,Ridership,34768,2
08/18/2020,2020,August,Tuesday,Buses,Ridership,36646,2
08/19/2020,2020,August,Wednesday,Buses,Ridership,34181,2
08/20/2020,2020,August,Thursday,Buses,Ridership,35059,2
08/21/2020,2020,August,Friday,Buses,Ridership,31342,2
08/24/2020,2020,August,Monday,Buses,Ridership,34021,2
08/25/2020,2020,August,Tuesday,Buses,Ridership,34993,2
08/26/2020,2020,August,Wednesday,Buses,Ridership,35975,2
08/27/2020,2020,August,Thursday,Buses,Ridership,33969,2
08/28/2020,2020,August,Friday,Buses,Ridership,31956,2
08/31/2020,2020,August,Monday,Buses,Ridership,787291,39
09/01/2020,2020,September,Tuesday,Buses,Ridership,947758,41
09/02/2020,2020,September,Wednesday,Buses,Ridership,972213,42
09/03/2020,2020,September,Thursday,Buses,Ridership,1022623,44
09/04/2020,2020,September,Friday,Buses,Ridership,1030811,44
09/05/2020,2020,September,Saturday,Buses,Ridership,715922,51
09/06/2020,2020,September,Sunday,Buses,Ridership,559273,51
09/07/2020,2020,September,Monday,Buses,Ridership,615802,56
09/08/2020,2020,September,Tuesday,Buses,Ridership,1039401,45
09/09/2020,2020,September,Wednesday,Buses,Ridership,1072887,46
09/10/2020,2020,September,Thursday,Buses,Ridership,997030,43
09/11/2020,2020,September,Friday,Buses,Ridership,1070920,46
09/12/2020,2020,September,Saturday,Buses,Ridership,752875,54
09/13/2020,2020,September,Sunday,Buses,Ridership,557231,51
09/14/2020,2020,September,Monday,Buses,Ridership,1065601,46
09/15/2020,2020,September,Tuesday,Buses,Ridership,1091806,47
