date,year,month,weekday,transportation_mode,type,values,percentage_of_pre_panademic_day
12/10/2021,2021,December,Friday,Bridges and Tunnels,Traffic,962125,109
12/16/2021,2021,December,Thursday,Bridges and Tunnels,Traffic,948535,107
12/17/2021,2021,December,Friday,Bridges and Tunnels,Traffic,968689,109
12/18/2021,2021,December,Saturday,Bridges and Tunnels,Traffic,832994,94
12/24/2021,2021,December,Friday,Bridges and Tunnels,Traffic,738612,93
12/25/2021,2021,December,Saturday,Bridges and Tunnels,Traffic,582582,66
12/26/2021,2021,December,Sunday,Bridges and Tunnels,Traffic,673477,85
12/27/2021,2021,December,Monday,Bridges and Tunnels,Traffic,744547,84
12/28/2021,2021,December,Tuesday,Bridges and Tunnels,Traffic,764364,86
12/29/2021,2021,December,Wednesday,Bridges and Tunnels,Traffic,768653,87
12/30/2021,2021,December,Thursday,Bridges and Tunnels,Traffic,804654,91
12/31/2021,2021,December,Friday,Bridges and Tunnels,Traffic,628305,79
01/01/2022,2022,January,Saturday,Access-A-Ride,Trips,4904,34
01/02/2022,2022,January,Sunday,Access-A-Ride,Trips,8383,62
01/03/2022,2022,January,Monday,Access-A-Ride,Trips,16437,58
01/04/2022,2022,January,Tuesday,Access-A-Ride,Trips,17909,63
01/05/2022,2022,January,Wednesday,Access-A-Ride,Trips,18861,67
01/06/2022,2022,January,Thursday,Access-A-Ride,Trips,18672,66
01/07/2022,2022,January,Friday,Access-A-Ride,Trips,14203,50
01/08/2022,2022,January,Saturday,Access-A-Ride,Trips,9126,63
01/09/2022,2022,January,Sunday,Access-A-Ride,Trips,7916,59
01/10/2022,2022,January,Monday,Access-A-Ride,Trips,18268,65
01/11/2022,2022,January,Tuesday,Access-A-Ride,Trips,17388,61
01/12/2022,2022,January,Wednesday,Access-A-Ride,Trips,19679,70
01/13/2022,2022,January,Thursday,Access-A-Ride,Trips,19918,70
01/14/2022,2022,January,Friday,Access-A-Ride,Trips,18878,67
01/15/2022,2022,January,Saturday,Access-A-Ride,Trips,9510,66
01/16/2022,2022,January,Sunday,Access-A-Ride,Trips,8545,63
01/17/2022,2022,January,Monday,Access-A-Ride,Trips,8760,65
01/18/2022,2022,January,Tuesday,Access-A-Ride,Trips,19389,69
01/19/2022,2022,January,Wednesday,Access-A-Ride,Trips,21111,75
01/20/2022,2022,January,Thursday,Access-A-Ride,Trips,18616,66
01/21/2022,2022,January,Friday,Access-A-Ride,Trips,19079,67
01/22/2022,2022,January,Saturday,Access-A-Ride,Trips,10455,72
01/23/2022,2022,January,Sunday,Access-A-Ride,Trips,9446,70
01/24/2022,2022,January,Monday,Access-A-Ride,Trips,19472,69
01/25/2022,2022,January,Tuesday,Access-A-Ride,Trips,21233,75
01/26/2022,2022,January,Wednesday,Access-A-Ride,Trips,21033,74
01/27/2022,2022,January,Thursday,Access-A-Ride,Trips,20934,74
01/28/2022,2022,January,Friday,Access-A-Ride,Trips,20115,71
01/29/2022,2022,January,Saturday,Access-A-Ride,Trips,5353,37
01/30/2022,2022,January,Sunday,Access-A-Ride,Trips,5974,44
01/31/2022,2022,January,Monday,Access-A-Ride,Trips,18400,65
02/01/2022,2022,February,Tuesday,Access-A-Ride,Trips,20357,69
02/02/2022,2022,February,Wednesday,Access-A-Ride,Trips,22427,76
02/03/2022,2022,February,Thursday,Access-A-Ride,Trips,22325,76
02/04/2022,2022,February,Friday,Access-A-Ride,Trips,18557,63
